"period","region_final_dep","region_final_arr","Num_month","Num","Num_per_month","move_dir"
"Pandemic (2020/2021)","Russia","Western Asia",12,1098071,91505.9,"Russia_WesternAsia"
"Pandemic (2020/2021)","South America","Africa",12,42648,3554,"SouthAmerica_Africa"
"Pandemic (2020/2021)","South America","Europe",12,950794,79232.8,"SouthAmerica_Europe"
"Pandemic (2020/2021)","South America","Japan/Korea",12,31738,2644.8,"SouthAmerica_JapanKorea"
"Pandemic (2020/2021)","South America","North America",12,1486175,123847.9,"SouthAmerica_NorthAmerica"
"Pandemic (2020/2021)","South America","North China",12,1022,85.2,"SouthAmerica_NorthChina"
"Pandemic (2020/2021)","South America","Oceania",12,4746,395.5,"SouthAmerica_Oceania"
"Pandemic (2020/2021)","South America","Russia",12,3473,289.4,"SouthAmerica_Russia"
"Pandemic (2020/2021)","South America","South China",12,10749,895.8,"SouthAmerica_SouthChina"
"Pandemic (2020/2021)","South America","South-eastern Asia",12,22319,1859.9,"SouthAmerica_SoutheasternAsia"
"Pandemic (2020/2021)","South America","Southern Asia",12,13990,1165.8,"SouthAmerica_SouthernAsia"
"Pandemic (2020/2021)","South America","Western Asia",12,64123,5343.6,"SouthAmerica_WesternAsia"
"Pandemic (2020/2021)","South China","Africa",12,87906,7325.5,"SouthChina_Africa"
"Pandemic (2020/2021)","South China","Europe",12,457216,38101.3,"SouthChina_Europe"
"Pandemic (2020/2021)","South China","Japan/Korea",12,1253330,104444.2,"SouthChina_JapanKorea"
"Pandemic (2020/2021)","South China","North America",12,477797,39816.4,"SouthChina_NorthAmerica"
"Pandemic (2020/2021)","South China","North China",12,84311912,7025992.7,"SouthChina_NorthChina"
"Pandemic (2020/2021)","South China","Oceania",12,160532,13377.7,"SouthChina_Oceania"
"Pandemic (2020/2021)","South China","Russia",12,20009,1667.4,"SouthChina_Russia"
"Pandemic (2020/2021)","South China","South America",12,11226,935.5,"SouthChina_SouthAmerica"
"Pandemic (2020/2021)","South China","South-eastern Asia",12,1406236,117186.3,"SouthChina_SoutheasternAsia"
"Pandemic (2020/2021)","South China","Southern Asia",12,206385,17198.8,"SouthChina_SouthernAsia"
"Pandemic (2020/2021)","South China","Western Asia",12,149183,12431.9,"SouthChina_WesternAsia"
"Pandemic (2020/2021)","South-eastern Asia","Africa",12,120936,10078,"SoutheasternAsia_Africa"
"Pandemic (2020/2021)","South-eastern Asia","Europe",12,764326,63693.8,"SoutheasternAsia_Europe"
"Pandemic (2020/2021)","South-eastern Asia","Japan/Korea",12,2025037,168753.1,"SoutheasternAsia_JapanKorea"
"Pandemic (2020/2021)","South-eastern Asia","North America",12,457903,38158.6,"SoutheasternAsia_NorthAmerica"
"Pandemic (2020/2021)","South-eastern Asia","North China",12,223270,18605.8,"SoutheasternAsia_NorthChina"
"Pandemic (2020/2021)","South-eastern Asia","Oceania",12,252412,21034.3,"SoutheasternAsia_Oceania"
"Pandemic (2020/2021)","South-eastern Asia","Russia",12,50815,4234.6,"SoutheasternAsia_Russia"
"Pandemic (2020/2021)","South-eastern Asia","South America",12,24138,2011.5,"SoutheasternAsia_SouthAmerica"
"Pandemic (2020/2021)","South-eastern Asia","South China",12,1487382,123948.5,"SoutheasternAsia_SouthChina"
"Pandemic (2020/2021)","South-eastern Asia","Southern Asia",12,481602,40133.5,"SoutheasternAsia_SouthernAsia"
"Pandemic (2020/2021)","South-eastern Asia","Western Asia",12,980291,81690.9,"SoutheasternAsia_WesternAsia"
"Pandemic (2020/2021)","Southern Asia","Africa",12,260038,21669.8,"SouthernAsia_Africa"
"Pandemic (2020/2021)","Southern Asia","Europe",12,1687664,140638.7,"SouthernAsia_Europe"
"Pandemic (2020/2021)","Southern Asia","Japan/Korea",12,110353,9196.1,"SouthernAsia_JapanKorea"
"Pandemic (2020/2021)","Southern Asia","North America",12,851882,70990.2,"SouthernAsia_NorthAmerica"
"Pandemic (2020/2021)","Southern Asia","North China",12,34373,2864.4,"SouthernAsia_NorthChina"
"Pandemic (2020/2021)","Southern Asia","Oceania",12,64802,5400.2,"SouthernAsia_Oceania"
"Pandemic (2020/2021)","Southern Asia","Russia",12,114356,9529.7,"SouthernAsia_Russia"
"Pandemic (2020/2021)","Southern Asia","South America",12,16862,1405.2,"SouthernAsia_SouthAmerica"
"Pandemic (2020/2021)","Southern Asia","South China",12,201665,16805.4,"SouthernAsia_SouthChina"
"Pandemic (2020/2021)","Southern Asia","South-eastern Asia",12,479334,39944.5,"SouthernAsia_SoutheasternAsia"
"Pandemic (2020/2021)","Southern Asia","Western Asia",12,6067864,505655.3,"SouthernAsia_WesternAsia"
"Pandemic (2020/2021)","Western Asia","Africa",12,3508576,292381.3,"WesternAsia_Africa"
"Pandemic (2020/2021)","Western Asia","Europe",12,7404445,617037.1,"WesternAsia_Europe"
"Pandemic (2020/2021)","Western Asia","Japan/Korea",12,165002,13750.2,"WesternAsia_JapanKorea"
"Pandemic (2020/2021)","Western Asia","North America",12,788587,65715.6,"WesternAsia_NorthAmerica"
"Pandemic (2020/2021)","Western Asia","North China",12,37110,3092.5,"WesternAsia_NorthChina"
"Pandemic (2020/2021)","Western Asia","Oceania",12,137589,11465.8,"WesternAsia_Oceania"
"Pandemic (2020/2021)","Western Asia","Russia",12,1087630,90635.8,"WesternAsia_Russia"
"Pandemic (2020/2021)","Western Asia","South America",12,75741,6311.8,"WesternAsia_SouthAmerica"
"Pandemic (2020/2021)","Western Asia","South China",12,203130,16927.5,"WesternAsia_SouthChina"
"Pandemic (2020/2021)","Western Asia","South-eastern Asia",12,1084324,90360.3,"WesternAsia_SoutheasternAsia"
"Pandemic (2020/2021)","Western Asia","Southern Asia",12,6403707,533642.2,"WesternAsia_SouthernAsia"
"Pandemic (2021/2022)","Africa","Europe",12,12361527,1030127.2,"Africa_Europe"
"Pandemic (2021/2022)","Africa","Japan/Korea",12,84540,7045,"Africa_JapanKorea"
"Pandemic (2021/2022)","Africa","North America",12,1843359,153613.2,"Africa_NorthAmerica"
"Pandemic (2021/2022)","Africa","North China",12,9743,811.9,"Africa_NorthChina"
"Pandemic (2021/2022)","Africa","Oceania",12,50191,4182.6,"Africa_Oceania"
"Pandemic (2021/2022)","Africa","Russia",12,633276,52773,"Africa_Russia"
"Pandemic (2021/2022)","Africa","South America",12,89899,7491.6,"Africa_SouthAmerica"
"Pandemic (2021/2022)","Africa","South China",12,100747,8395.6,"Africa_SouthChina"
"Pandemic (2021/2022)","Africa","South-eastern Asia",12,209866,17488.8,"Africa_SoutheasternAsia"
"Pandemic (2021/2022)","Africa","Southern Asia",12,549203,45766.9,"Africa_SouthernAsia"
"Pandemic (2021/2022)","Africa","Western Asia",12,7645876,637156.3,"Africa_WesternAsia"
"Pandemic (2021/2022)","Europe","Africa",12,12228418,1019034.8,"Europe_Africa"
"Pandemic (2021/2022)","Europe","Japan/Korea",12,746812,62234.3,"Europe_JapanKorea"
"Pandemic (2021/2022)","Europe","North America",12,11632045,969337.1,"Europe_NorthAmerica"
"Pandemic (2021/2022)","Europe","North China",12,103409,8617.4,"Europe_NorthChina"
"Pandemic (2021/2022)","Europe","Oceania",12,335536,27961.3,"Europe_Oceania"
"Pandemic (2021/2022)","Europe","Russia",12,5246538,437211.5,"Europe_Russia"
