"Time.Series","region_final_dep","date","index"
202008,"Western Asia",2020-08-15,0.222618637964875
202009,"Africa",2020-09-15,0.172627343686495
202009,"Europe",2020-09-15,0.161039434053646
202009,"Japan/Korea",2020-09-15,0.087093995516674
202009,"North America",2020-09-15,0.130318114382314
202009,"Oceania",2020-09-15,0.0441090016383904
202009,"Russia",2020-09-15,0.200326224832635
202009,"South America",2020-09-15,0.0936454131388803
202009,"South-eastern Asia",2020-09-15,0.0703668396689703
202009,"Southern Asia",2020-09-15,0.183919822571748
202009,"Western Asia",2020-09-15,0.210829752247128
202010,"Africa",2020-10-15,0.189170931530142
202010,"Europe",2020-10-15,0.140086364928833
202010,"Japan/Korea",2020-10-15,0.0828770979298386
202010,"North America",2020-10-15,0.151877546107446
202010,"Oceania",2020-10-15,0.0326312127334103
202010,"Russia",2020-10-15,0.15082553533944
202010,"South America",2020-10-15,0.12434338844807
202010,"South-eastern Asia",2020-10-15,0.0672788801297428
202010,"Southern Asia",2020-10-15,0.187868508495595
202010,"Western Asia",2020-10-15,0.207331833877657
202011,"Africa",2020-11-15,0.161579209531882
202011,"Europe",2020-11-15,0.096244474904129
202011,"Japan/Korea",2020-11-15,0.0696711130404918
202011,"North America",2020-11-15,0.165830623292017
202011,"Oceania",2020-11-15,0.039455198084746
202011,"Russia",2020-11-15,0.0928359196164052
202011,"South America",2020-11-15,0.162002739113731
202011,"South-eastern Asia",2020-11-15,0.0620878074411211
202011,"Southern Asia",2020-11-15,0.185406671495119
202011,"Western Asia",2020-11-15,0.159200831742671
202012,"Africa",2020-12-15,0.214032896683787
202012,"Europe",2020-12-15,0.129129268566839
202012,"Japan/Korea",2020-12-15,0.0722729046940777
202012,"North America",2020-12-15,0.219790714466806
202012,"Oceania",2020-12-15,0.0596139657374405
202012,"Russia",2020-12-15,0.116375053212296
202012,"South America",2020-12-15,0.255594819879723
202012,"South-eastern Asia",2020-12-15,0.0693594127318158
202012,"Southern Asia",2020-12-15,0.225577169680029
202012,"Western Asia",2020-12-15,0.18676119640963
202101,"Africa",2021-01-15,0.224460348031869
202101,"Europe",2021-01-15,0.120231246625292
202101,"Japan/Korea",2021-01-15,0.0644596890364078
202101,"North America",2021-01-15,0.204406152886128
202101,"Oceania",2021-01-15,0.0483117635827546
202101,"Russia",2021-01-15,0.129012854709062
202101,"South America",2021-01-15,0.264082055203393
202101,"South-eastern Asia",2021-01-15,0.0608321059923086
202101,"Southern Asia",2021-01-15,0.242127547555009
202101,"Western Asia",2021-01-15,0.189634196115224
202102,"Africa",2021-02-15,0.175324625820543
202102,"Europe",2021-02-15,0.0907508705567357
202102,"Japan/Korea",2021-02-15,0.0496685636495354
202102,"North America",2021-02-15,0.149970479175855
202102,"Oceania",2021-02-15,0.0413536983776841
202102,"Russia",2021-02-15,0.114645319001776
202102,"South America",2021-02-15,0.18380759896272
202102,"South-eastern Asia",2021-02-15,0.0489387923321145
202102,"Southern Asia",2021-02-15,0.232391244832316
202102,"Western Asia",2021-02-15,0.160714252082285
202103,"Africa",2021-03-15,0.194559159269347
202103,"Europe",2021-03-15,0.109117841970937
202103,"Japan/Korea",2021-03-15,0.0619352951533314
202103,"North America",2021-03-15,0.214271779017341
202103,"Oceania",2021-03-15,0.0477470182325961
202103,"Russia",2021-03-15,0.163504093353147
202103,"South America",2021-03-15,0.209424915407007
202103,"South-eastern Asia",2021-03-15,0.0627415839791184
202103,"Southern Asia",2021-03-15,0.278874588198318
202103,"Western Asia",2021-03-15,0.197415774823118
202104,"Africa",2021-04-15,0.189356076983678
202104,"Europe",2021-04-15,0.118188406430063
202104,"Japan/Korea",2021-04-15,0.0608775773768102
202104,"North America",2021-04-15,0.244134404591516
202104,"Oceania",2021-04-15,0.054151909707155
202104,"Russia",2021-04-15,0.190087531528015
202104,"South America",2021-04-15,0.214568372563796
202104,"South-eastern Asia",2021-04-15,0.059835551170531
202104,"Southern Asia",2021-04-15,0.265398217318032
202104,"Western Asia",2021-04-15,0.207851098842114
202105,"Africa",2021-05-15,0.194451933319518
202105,"Europe",2021-05-15,0.137672005207825
202105,"Japan/Korea",2021-05-15,0.0599870760473075
202105,"North America",2021-05-15,0.300629475076496
202105,"Oceania",2021-05-15,0.0558187260502062
202105,"Russia",2021-05-15,0.246667420777361
202105,"South America",2021-05-15,0.269722357669518
202105,"South-eastern Asia",2021-05-15,0.0559351937176792
202105,"Southern Asia",2021-05-15,0.184157806814686
202105,"Western Asia",2021-05-15,0.198324718192873
202106,"Africa",2021-06-15,0.290215399408742
202106,"Europe",2021-06-15,0.211373203977494
202106,"Japan/Korea",2021-06-15,0.0631481966241841
202106,"North America",2021-06-15,0.372351287935321
202106,"Oceania",2021-06-15,0.0613416588621123
202106,"Russia",2021-06-15,0.368734570592964
202106,"South America",2021-06-15,0.340939545562008
202106,"South-eastern Asia",2021-06-15,0.0542087017958281
202106,"Southern Asia",2021-06-15,0.182325507079584
202106,"Western Asia",2021-06-15,0.259684160668408
202107,"Africa",2021-07-15,0.450494630435319
202107,"Europe",2021-07-15,0.338447621895758
202107,"Japan/Korea",2021-07-15,0.0760190499435315
202107,"North America",2021-07-15,0.457702216981355
