,relative,real,name,avg_cases,cases
0,0.7060160952771868,2.7934623922488373,hautes_pyrenees,3.4489795918367347,169
1,0.4133065982921515,27.390940111627923,paris,65.9795918367347,3233
2,0.5082218539634424,0.8768279214372097,loire,0.8979591836734694,44
3,0.283673377222721,0.37804718110093005,landes,0.3877551020408163,19
4,0.75607531999051,2.4867695191181394,charente_maritime,3.122448979591837,153
5,0.7130869635533927,1.53357621841721,ardeche,1.5918367346938775,78
6,0.6698178737691527,2.651707679134883,doubs,4.061224489795919,199
7,0.4898401306265617,3.4655425540511624,aube,7.061224489795919,346
8,0.4193838475053205,16.052499052093026,essonne,40.06122448979592,1963
9,0.49881118381102196,1.9829464713069767,meurthe_et_moselle,3.2857142857142856,161
10,0.9376024796109008,2.1436188931781386,drome,1.816326530612245,89
11,0.24120822464689914,0.2829107314823255,dordogne,0.40816326530612246,20
12,0.6571211134880257,7.94889563448372,moselle,12.755102040816327,625
13,0.5651381549583978,0.7012602927837208,tarn,0.7959183673469388,39
14,0.40008238661450707,0.41773980936976735,lot,0.3673469387755102,18
15,0.4979952711270002,20.885288060651163,hauts_de_seine,44.857142857142854,2198
16,0.43721490990164097,4.873670686790698,pas_de_calais,10.591836734693878,519
17,0.8458767836539809,3.7549873824883706,marne,6.591836734693878,323
18,0.4882470714115412,2.025243814634419,puy_de_dome,4.244897959183674,208
19,0.27761585121055815,0.27761585121055815,mayenne,0.2653061224489796,13
20,0.45883642685948467,12.369160957348841,val_de_marne,33.53061224489796,1643
21,0.9703142999744151,6.211535863316278,pyrenees_atlantiques,3.6530612244897958,179
22,0.8363708352568444,3.414646840753489,bas_rhin,9.510204081632653,466
23,0.6699573277346484,14.307127660465111,herault,19.489795918367346,955
24,0.5115401535722026,31.606190232558152,bouches_du_rhone,55.775510204081634,2733
25,0.8529641049885491,3.384591032549301,alpes_maritimes,4.612244897959184,226
26,0.2928413955117608,0.34164583929581394,charente,0.40816326530612246,20
27,0.42366518016315435,5.295156641204651,eure,10.938775510204081,536
28,0.3392260440279069,0.34387720681860456,correze,0.32653061224489793,16
29,0.8221996474619943,7.246457328725585,haute_savoie,9.285714285714286,455
30,0.4912941024664152,12.295659981255815,seine_et_marne,32.44897959183673,1590
31,0.9875111947724774,4.4838025262,rhone,5.142857142857143,252
32,0.6945277928422012,4.718649032418606,ain,6.63265306122449,325
33,0.7237706739016186,3.3242463377023257,haute_garonne,5.448979591836735,267
34,1.0507319144114953,2.8964290892111637,jura,2.877551020408163,141
35,0.4418561858431912,2.1702720018665107,saone_et_loire,4.775510204081633,234
36,0.6983667207082864,3.722383463813954,indre,7.122448979591836,349
37,0.5282993660960243,0.6752884541409302,pyrenees_orientales,0.673469387755102,33
38,0.6501493902508171,1.4390062105023254,ardennes,1.9591836734693877,96
39,0.8194813399175638,10.109307245674417,haut_rhin,16.857142857142858,826
40,0.8405007819818789,3.8070520020711616,haute_saone,4.551020408163265,223
41,0.5624102579239804,1.2155259816041861,meuse,1.3877551020408163,68
42,0.7646534915869825,2.148023624207907,isere,1.489795918367347,73
43,0.5330468127528225,1.4028311891999998,territoire_de_belfort,2.0,98
44,0.6075580454741769,3.2108778138604652,cher,5.857142857142857,287
45,0.8939585017628169,0.9698400012195354,loir_et_cher,0.6326530612244898,31
46,0.5980428022465462,4.0538987663209305,seine_maritime,7.36734693877551,361
47,0.5354495319163127,15.12763545586046,val_d'oise,24.816326530612244,1216
48,0.5394878763966603,4.586286193260463,aisne,8.653061224489797,424
49,0.5307787106903181,11.892125901395346,oise,23.591836734693878,1156
50,0.6414967023946359,1.311566615767442,cote_d'or,1.6326530612244898,80
51,0.6767599843116486,3.8441621224186022,vosges,6.857142857142857,336
52,0.4590894395795796,4.457647042651163,nord,9.346938775510203,458
53,0.5285042125987581,3.3033472152706973,gironde,5.714285714285714,280
54,0.6716374336428476,0.9187575402291636,yonne,0.9387755102040817,46
55,0.27359487812046496,0.27359487812046496,lot_et_garonne,0.32653061224489793,16
56,0.6024541828830102,9.188896015581395,yvelines,20.06122448979592,983
57,0.6351034200154902,1.9638231993441866,gers,2.857142857142857,140
58,0.45199448592548,0.6411259864930234,savoie,0.6326530612244898,31
59,0.19523042699791202,0.3985030806595347,loire_atlantique,0.6122448979591837,30
60,0.6543484014350135,0.9873858793213952,alpes_de_haute_provence,1.2244897959183674,60
61,0.5073449120767257,0.5793236109906976,haute_marne,0.6530612244897959,32
62,0.9323948194875182,8.338470118986045,eure_et_loir,12.326530612244898,604
63,0.6309790036704569,17.168787858232562,seine_saint_denis,43.285714285714285,2121
64,0.18438320103720932,0.18438320103720932,maine_et_loire,0.1836734693877551,9
65,0.6222371109887891,1.7093661519255823,manche,2.122448979591837,104
66,0.5515412889739614,2.125096175330234,calvados,2.4693877551020407,121
67,0.4651005334505041,4.266641641674419,somme,9.448979591836734,463
68,0.6258389037659304,2.5326259077209308,nievre,3.142857142857143,154
69,0.5066160522079067,0.5066160522079067,vienne,0.3877551020408163,19
70,0.6198967235813435,0.7726645923260463,cantal,0.8163265306122449,40
71,0.853316249779152,1.4563127533339537,tarn_et_garonne,1.2448979591836735,61
72,0.5514362189554923,0.7683779385927444,haute_loire,0.7755102040816326,38
73,0.748379192614391,1.5928978108353486,indre_et_loire,1.9387755102040816,95
74,0.6455977683787187,4.387865749773022,vaucluse,3.63265306122449,178
75,0.9442141856872783,3.7316784167790713,var,7.795918367346939,382
76,0.8394328653717178,1.5439214742001401,orne,1.653061224489796,81
77,0.7016841338289409,1.0547558733055817,haute_vienne,1.2244897959183674,60
